hazard_id,road_id,road_name,latitude,longitude,hazard_type,severity,depth_cm,area_sqm,confidence_score,reported_at,repair_cost_inr,is_repaired
HZ_0659,RD_018,LB Road Adyar,13.004392,80.252052,speed_breaker,low,,3.25,0.84,2024-11-14 08:00,49,0
HZ_0660,RD_032,Road Segment 32,13.083038,80.209949,pothole,medium,13.5,1.16,0.72,2024-06-14 07:00,247,0
HZ_0661,RD_028,Road Segment 28,13.135134,80.317923,speed_breaker,medium,,1.48,0.94,2024-01-29 23:00,95,0
HZ_0662,RD_078,Road Segment 78,13.001922,80.402983,road_crack,medium,,0.6,0.66,2024-10-23 14:00,176,1
HZ_0663,RD_051,Road Segment 51,12.862416,80.372441,waterlogging,low,,2.55,0.97,2024-07-22 01:00,117,0
HZ_0664,RD_039,Road Segment 39,12.906891,80.318814,waterlogging,medium,,1.47,0.86,2024-05-04 20:00,189,0
HZ_0665,RD_006,Rajiv Gandhi Salai (IT Corridor),12.969449,80.235773,pothole,medium,10.0,1.59,0.68,2024-04-06 00:00,205,1
HZ_0666,RD_042,Road Segment 42,13.067767,80.331544,waterlogging,low,,2.84,0.71,2024-01-08 06:00,80,1
HZ_0667,RD_065,Road Segment 65,13.00157,80.218541,pothole,high,9.7,0.46,0.81,2024-11-16 01:00,407,1
HZ_0668,RD_039,Road Segment 39,12.898055,80.32968,speed_breaker,low,,1.98,0.83,2024-11-25 09:00,74,1
HZ_0669,RD_026,Road Segment 26,12.997678,80.186168,pothole,medium,17.6,2.43,0.81,2024-12-28 21:00,203,1
HZ_0670,RD_023,Road Segment 23,12.85981,80.118877,waterlogging,low,,3.64,0.86,2024-09-09 16:00,72,0
HZ_0671,RD_009,Inner Ring Road,13.018021,80.202,pothole,high,15.2,1.52,0.61,2024-08-10 08:00,393,0
HZ_0672,RD_066,Road Segment 66,13.16143,80.122203,speed_breaker,medium,,2.01,0.63,2024-02-05 11:00,145,0
HZ_0673,RD_025,Road Segment 25,13.049401,80.339617,pothole,medium,17.7,0.83,0.94,2024-06-30 04:00,215,0
HZ_0674,RD_070,Road Segment 70,12.988111,80.383039,speed_breaker,medium,,2.85,0.97,2024-09-23 07:00,87,0
HZ_0675,RD_038,Road Segment 38,13.021975,80.371935,road_crack,low,,2.92,0.91,2024-03-04 18:00,45,0
HZ_0676,RD_017,Usman Road T Nagar,13.040019,80.236331,speed_breaker,medium,,3.58,0.86,2024-03-22 10:00,141,0
HZ_0677,RD_018,LB Road Adyar,12.998025,80.260276,road_collapse,medium,,1.74,0.91,2024-05-24 17:00,495,0
HZ_0678,RD_060,Road Segment 60,12.897116,80.38276,pothole,high,10.2,1.84,0.91,2024-08-24 00:00,392,1
HZ_0679,RD_048,Road Segment 48,13.153491,80.185143,pothole,low,2.1,3.76,0.61,2024-11-30 16:00,127,1
HZ_0680,RD_051,Road Segment 51,12.872921,80.366246,pothole,high,14.9,1.4,0.83,2024-02-01 06:00,443,0
HZ_0681,RD_040,Road Segment 40,12.999799,80.277748,pothole,low,18.6,2.56,0.88,2024-02-18 03:00,142,1
HZ_0682,RD_080,Road Segment 80,12.975965,80.136438,pothole,low,19.0,1.22,0.8,2024-03-22 19:00,130,0
HZ_0683,RD_019,100 Feet Road Vadapalani,13.052897,80.206415,pothole,high,21.3,1.33,0.63,2024-01-14 16:00,417,1
HZ_0684,RD_002,GST Road,12.977966,80.193272,road_crack,medium,,3.54,0.77,2024-11-12 10:00,151,0
HZ_0685,RD_067,Road Segment 67,13.19421,80.348839,pothole,low,1.8,3.88,0.98,2024-08-02 17:00,83,1
HZ_0686,RD_045,Road Segment 45,12.88764,80.367778,road_crack,high,,1.6,0.93,2024-11-30 22:00,231,0
HZ_0687,RD_080,Road Segment 80,12.977975,80.14781,speed_breaker,medium,,2.55,0.95,2024-12-15 14:00,116,1
HZ_0688,RD_039,Road Segment 39,12.90661,80.324277,speed_breaker,high,,3.59,0.74,2024-05-24 13:00,206,1
HZ_0689,RD_017,Usman Road T Nagar,13.035795,80.245302,speed_breaker,low,,0.67,0.64,2024-05-06 21:00,46,0
HZ_0690,RD_039,Road Segment 39,12.896305,80.326397,road_collapse,low,,0.63,0.98,2024-06-11 09:00,190,0
HZ_0691,RD_027,Road Segment 27,12.878241,80.12892,speed_breaker,medium,,3.04,0.74,2024-12-04 14:00,148,0
HZ_0692,RD_056,Road Segment 56,13.003183,80.173954,pothole,medium,13.6,3.81,0.99,2024-03-06 23:00,197,0
HZ_0693,RD_046,Road Segment 46,12.898818,80.240895,debris,medium,,1.93,0.77,2024-07-16 15:00,112,1
HZ_0694,RD_030,Road Segment 30,13.095149,80.108535,pothole,high,3.6,3.12,0.74,2024-03-07 22:00,412,1
HZ_0695,RD_043,Road Segment 43,12.98466,80.278351,pothole,medium,20.4,1.49,0.93,2024-08-08 17:00,219,1
HZ_0696,RD_007,Poonamallee High Road,13.047707,80.150573,pothole,low,13.0,1.32,0.68,2024-06-29 15:00,139,0
HZ_0697,RD_036,Road Segment 36,13.150897,80.334451,road_crack,low,,1.64,0.81,2024-10-20 19:00,83,1
HZ_0698,RD_002,GST Road,12.981687,80.183266,waterlogging,high,,3.72,0.83,2024-10-21 18:00,373,0
HZ_0699,RD_017,Usman Road T Nagar,13.042819,80.231273,speed_breaker,medium,,1.18,0.97,2024-11-15 09:00,120,1
HZ_0700,RD_077,Road Segment 77,13.091563,80.190083,road_crack,low,,0.66,0.91,2024-10-28 07:00,73,1
HZ_0701,RD_066,Road Segment 66,13.151274,80.117469,road_crack,medium,,3.77,0.97,2024-05-01 11:00,141,1
HZ_0702,RD_004,ECR (East Coast Road),12.842383,80.250021,pothole,medium,7.0,2.57,0.66,2024-08-12 02:00,231,0
HZ_0703,RD_056,Road Segment 56,13.007116,80.16737,pothole,medium,5.9,3.97,0.77,2024-08-04 08:00,227,0
HZ_0704,RD_033,Road Segment 33,13.089825,80.311148,speed_breaker,low,,0.76,0.66,2024-08-23 21:00,20,0
HZ_0705,RD_041,Road Segment 41,13.026539,80.130353,road_crack,medium,,1.83,0.68,2024-11-12 02:00,186,0
HZ_0706,RD_033,Road Segment 33,13.093538,80.305411,waterlogging,medium,,2.23,0.97,2024-09-25 06:00,192,1
HZ_0707,RD_015,Arcot Road,13.054867,80.203362,road_crack,low,,1.5,0.97,2024-11-01 18:00,85,0
HZ_0708,RD_042,Road Segment 42,13.071995,80.348234,pothole,low,7.4,1.45,0.97,2024-06-11 05:00,80,0
HZ_0709,RD_052,Road Segment 52,13.020361,80.122331,waterlogging,low,,1.1,0.83,2024-08-16 19:00,113,0
HZ_0710,RD_067,Road Segment 67,13.203543,80.355499,speed_breaker,low,,0.19,0.9,2024-03-22 09:00,60,1
HZ_0711,RD_016,Patel Road T Nagar,13.036371,80.235253,pothole,high,17.3,3.45,0.62,2024-06-01 08:00,404,1
HZ_0712,RD_020,Kamarajar Salai Marina,13.065406,80.283752,pothole,medium,1.9,1.02,0.64,2024-03-18 06:00,182,0
HZ_0713,RD_071,Road Segment 71,12.964698,80.388783,pothole,low,18.4,2.36,0.66,2024-04-21 13:00,150,1
HZ_0714,RD_026,Road Segment 26,12.999951,80.174227,pothole,low,24.7,2.16,0.74,2024-11-06 01:00,102,0
HZ_0715,RD_066,Road Segment 66,13.149295,80.116054,pothole,medium,10.9,1.85,0.65,2024-07-18 04:00,207,0
HZ_0716,RD_020,Kamarajar Salai Marina,13.062036,80.279995,road_crack,low,,3.56,0.73,2024-12-30 19:00,66,0
HZ_0717,RD_065,Road Segment 65,13.014891,80.224446,pothole,low,15.1,1.67,0.82,2024-02-28 16:00,96,1
HZ_0718,RD_028,Road Segment 28,13.133644,80.320223,pothole,medium,12.3,1.51,0.81,2024-10-18 07:00,221,1
HZ_0719,RD_049,Road Segment 49,13.118429,80.263446,pothole,medium,15.0,1.79,0.72,2024-08-31 01:00,234,0
HZ_0720,RD_018,LB Road Adyar,13.00506,80.255235,speed_breaker,medium,,1.92,0.78,2024-02-10 14:00,94,0
HZ_0721,RD_067,Road Segment 67,13.201142,80.357884,speed_breaker,low,,0.71,0.68,2024-01-09 11:00,60,0
HZ_0722,RD_032,Road Segment 32,13.072498,80.208693,pothole,medium,3.2,3.74,0.85,2024-09-21 12:00,229,0
HZ_0723,RD_067,Road Segment 67,13.196934,80.349813,road_crack,high,,3.03,0.76,2024-04-18 22:00,268,1
HZ_0724,RD_006,Rajiv Gandhi Salai (IT Corridor),12.957719,80.244062,pothole,medium,22.2,2.34,0.82,2024-05-13 07:00,208,1
HZ_0725,RD_036,Road Segment 36,13.146993,80.33804,debris,low,,3.63,0.68,2024-08-16 01:00,11,1
HZ_0726,RD_039,Road Segment 39,12.89371,80.327556,speed_breaker,high,,0.57,0.7,2024-07-22 08:00,224,1
HZ_0727,RD_033,Road Segment 33,13.084379,80.312035,pothole,medium,1.8,1.51,0.99,2024-08-17 19:00,193,0
HZ_0728,RD_039,Road Segment 39,12.885896,80.319574,pothole,medium,19.7,0.54,0.88,2024-07-17 01:00,202,0
HZ_0729,RD_034,Road Segment 34,12.907257,80.315128,pothole,low,13.6,0.62,0.95,2024-08-24 17:00,94,0
HZ_0730,RD_044,Road Segment 44,13.183387,80.358462,pothole,low,6.0,1.8,0.65,2024-10-04 23:00,101,0
HZ_0731,RD_003,OMR (Old Mahabalipuram Road),12.918581,80.236303,pothole,medium,22.4,1.59,0.89,2024-05-09 01:00,231,0
HZ_0732,RD_078,Road Segment 78,13.01448,80.399998,pothole,high,3.8,1.36,0.7,2024-04-19 23:00,410,0
HZ_0733,RD_076,Road Segment 76,13.085272,80.185392,debris,low,,1.89,0.72,2024-10-29 12:00,36,0
HZ_0734,RD_058,Road Segment 58,13.098315,80.111258,pothole,medium,17.0,3.24,0.9,2024-03-22 04:00,246,1
HZ_0735,RD_076,Road Segment 76,13.084093,80.196077,road_collapse,medium,,3.34,0.77,2024-07-24 19:00,539,0
HZ_0736,RD_037,Road Segment 37,12.996232,80.119473,speed_breaker,high,,0.71,0.91,2024-12-01 01:00,189,1
HZ_0737,RD_023,Road Segment 23,12.859436,80.129476,road_crack,low,,3.84,0.71,2024-03-15 19:00,46,0
HZ_0738,RD_057,Road Segment 57,13.05421,80.163095,waterlogging,medium,,1.86,0.96,2024-08-27 08:00,226,0
HZ_0739,RD_025,Road Segment 25,13.06101,80.345599,pothole,medium,3.3,3.29,0.9,2024-08-13 20:00,210,1
HZ_0740,RD_024,Road Segment 24,12.865101,80.156234,debris,medium,,1.59,0.65,2024-04-14 17:00,93,0
HZ_0741,RD_045,Road Segment 45,12.883239,80.355417,road_crack,high,,1.43,0.98,2024-05-29 09:00,239,0
HZ_0742,RD_023,Road Segment 23,12.863059,80.138227,road_collapse,low,,3.57,0.89,2024-06-02 07:00,185,1
HZ_0743,RD_033,Road Segment 33,13.070119,80.310817,road_crack,low,,3.64,0.72,2024-11-25 03:00,57,0
HZ_0744,RD_034,Road Segment 34,12.898019,80.320375,road_crack,low,,3.61,0.84,2024-01-13 17:00,68,0
HZ_0745,RD_068,Road Segment 68,12.987794,80.240901,oil_spill,low,,0.24,0.68,2024-01-03 08:00,80,0
HZ_0746,RD_057,Road Segment 57,13.05469,80.166558,pothole,low,9.2,2.37,0.82,2024-12-18 18:00,128,0
HZ_0747,RD_069,Road Segment 69,12.98633,80.401021,speed_breaker,low,,0.47,0.6,2024-04-10 01:00,17,1
HZ_0748,RD_020,Kamarajar Salai Marina,13.054482,80.281275,speed_breaker,medium,,3.78,0.74,2024-01-25 16:00,139,1
HZ_0749,RD_036,Road Segment 36,13.142923,80.340803,speed_breaker,low,,2.04,0.92,2024-03-21 22:00,60,0
HZ_0750,RD_070,Road Segment 70,13.002363,80.386048,pothole,low,13.7,1.78,0.71,2024-02-28 03:00,125,1
HZ_0751,RD_057,Road Segment 57,13.056557,80.162198,pothole,low,1.1,0.3,0.93,2024-12-24 12:00,80,0
HZ_0752,RD_016,Patel Road T Nagar,13.042993,80.229738,pothole,low,8.2,0.6,0.84,2024-06-09 09:00,130,0
HZ_0753,RD_055,Road Segment 55,12.998984,80.306862,debris,medium,,3.09,0.93,2024-02-03 13:00,94,0
HZ_0754,RD_061,Road Segment 61,13.127966,80.161212,pothole,high,15.3,2.64,0.83,2024-10-04 13:00,445,0
HZ_0755,RD_022,Road Segment 22,12.89638,80.130012,pothole,high,24.3,1.07,0.94,2024-07-28 13:00,388,0
HZ_0756,RD_052,Road Segment 52,13.026782,80.119848,road_crack,low,,1.09,0.94,2024-03-10 22:00,81,0
HZ_0757,RD_005,NH-16 (Chennai-Kolkata Highway),13.14753,80.288354,debris,high,,2.76,0.89,2024-08-14 12:00,179,0
HZ_0758,RD_027,Road Segment 27,12.888208,80.137486,road_crack,medium,,0.11,0.72,2024-07-24 19:00,170,1
HZ_0759,RD_033,Road Segment 33,13.084728,80.313725,pothole,medium,9.6,2.74,0.95,2024-09-13 04:00,199,0
HZ_0760,RD_036,Road Segment 36,13.147606,80.335878,pothole,medium,3.3,3.77,0.92,2024-11-16 00:00,225,0
HZ_0761,RD_034,Road Segment 34,12.913885,80.322544,road_collapse,medium,,2.9,0.83,2024-04-06 00:00,494,0
HZ_0762,RD_018,LB Road Adyar,12.999086,80.257125,speed_breaker,medium,,1.05,0.67,2024-03-02 07:00,122,0
HZ_0763,RD_016,Patel Road T Nagar,13.035945,80.234317,pothole,high,4.9,1.19,0.67,2024-11-29 21:00,416,0
HZ_0764,RD_066,Road Segment 66,13.159049,80.115576,pothole,low,21.0,3.94,0.97,2024-03-28 20:00,117,1
HZ_0765,RD_059,Road Segment 59,12.881648,80.167789,road_crack,low,,3.21,0.62,2024-05-19 11:00,50,1
HZ_0766,RD_063,Road Segment 63,13.196666,80.125711,pothole,medium,14.1,2.49,0.69,2024-02-23 14:00,227,1
HZ_0767,RD_063,Road Segment 63,13.186867,80.12722,oil_spill,medium,,1.94,0.93,2024-11-09 01:00,143,0
HZ_0768,RD_060,Road Segment 60,12.89494,80.373741,road_crack,medium,,1.7,0.87,2024-10-04 20:00,163,1
HZ_0769,RD_026,Road Segment 26,13.001812,80.182501,speed_breaker,low,,1.85,0.74,2024-04-18 12:00,54,1
HZ_0770,RD_072,Road Segment 72,12.870141,80.264654,pothole,medium,14.6,1.69,0.88,2024-10-09 10:00,239,1
HZ_0771,RD_047,Road Segment 47,13.152764,80.178456,pothole,medium,24.4,3.01,0.7,2024-02-28 02:00,225,0
HZ_0772,RD_062,Road Segment 62,12.972125,80.21829,road_crack,low,,2.21,0.89,2024-12-18 01:00,83,0
HZ_0773,RD_015,Arcot Road,13.058709,80.207827,pothole,high,16.3,2.36,0.99,2024-07-03 17:00,413,0
HZ_0774,RD_013,Cathedral Road,13.060188,80.24943,debris,low,,1.08,0.67,2024-11-08 02:00,66,0
HZ_0775,RD_018,LB Road Adyar,12.995435,80.250581,pothole,medium,7.8,2.59,0.93,2024-03-19 04:00,234,0
HZ_0776,RD_011,Velachery Main Road,12.980072,80.217494,speed_breaker,medium,,3.19,0.74,2024-03-03 09:00,128,0
HZ_0777,RD_008,Grand Southern Trunk Road,12.978041,80.102647,road_crack,low,,0.5,0.98,2024-03-16 10:00,68,0
HZ_0778,RD_058,Road Segment 58,13.088763,80.114554,road_crack,high,,1.9,0.7,2024-11-02 11:00,234,0
HZ_0779,RD_014,Nungambakkam High Road,13.066906,80.240911,road_crack,high,,1.85,0.71,2024-08-10 12:00,258,0
HZ_0780,RD_078,Road Segment 78,13.016776,80.397081,speed_breaker,low,,4.0,0.66,2024-03-13 04:00,49,0
HZ_0781,RD_048,Road Segment 48,13.150849,80.19132,pothole,medium,10.3,0.59,0.68,2024-05-03 21:00,241,1
HZ_0782,RD_003,OMR (Old Mahabalipuram Road),12.911822,80.228426,pothole,low,3.9,3.47,0.67,2024-06-24 23:00,83,0
HZ_0783,RD_075,Road Segment 75,12.874757,80.126552,pothole,low,14.5,1.76,0.61,2024-01-21 18:00,98,1
HZ_0784,RD_043,Road Segment 43,12.995111,80.28454,pothole,low,21.0,2.33,0.8,2024-01-18 05:00,140,0
HZ_0785,RD_036,Road Segment 36,13.140146,80.340539,speed_breaker,medium,,3.19,0.97,2024-07-18 00:00,148,1
HZ_0786,RD_052,Road Segment 52,13.023238,80.113584,road_crack,low,,1.07,0.78,2024-05-25 22:00,87,0
HZ_0787,RD_057,Road Segment 57,13.061368,80.160238,pothole,low,7.5,1.81,0.8,2024-04-20 23:00,148,1
HZ_0788,RD_015,Arcot Road,13.049812,80.203917,debris,low,,3.94,0.61,2024-08-22 20:00,66,0
HZ_0789,RD_006,Rajiv Gandhi Salai (IT Corridor),12.964448,80.222813,speed_breaker,medium,,1.12,0.85,2024-06-13 03:00,90,1
HZ_0790,RD_047,Road Segment 47,13.15008,80.18536,pothole,medium,10.4,1.11,0.93,2024-01-26 21:00,218,0
HZ_0791,RD_029,Road Segment 29,13.044148,80.33907,pothole,medium,19.9,2.12,0.63,2024-04-19 02:00,235,0
HZ_0792,RD_052,Road Segment 52,13.017989,80.124724,oil_spill,low,,2.52,0.64,2024-09-10 17:00,41,1
HZ_0793,RD_055,Road Segment 55,12.989955,80.307869,speed_breaker,high,,1.81,0.77,2024-07-06 13:00,210,1
HZ_0794,RD_061,Road Segment 61,13.141787,80.156284,debris,medium,,1.18,0.98,2024-01-11 23:00,83,0
HZ_0795,RD_032,Road Segment 32,13.072513,80.208974,pothole,low,5.4,0.7,0.83,2024-08-21 02:00,146,0
HZ_0796,RD_078,Road Segment 78,13.010736,80.397513,speed_breaker,low,,3.39,0.62,2024-05-06 16:00,58,0
HZ_0797,RD_004,ECR (East Coast Road),12.845227,80.253294,road_crack,low,,3.43,0.99,2024-09-19 14:00,36,0
HZ_0798,RD_015,Arcot Road,13.04402,80.203868,pothole,low,7.0,3.4,0.67,2024-08-04 14:00,103,0
HZ_0799,RD_015,Arcot Road,13.051106,80.210261,pothole,medium,11.6,1.81,0.65,2024-01-31 19:00,214,0
HZ_0800,RD_066,Road Segment 66,13.156159,80.133947,pothole,high,21.3,2.67,0.79,2024-09-25 15:00,403,0
HZ_0801,RD_040,Road Segment 40,13.004928,80.268356,pothole,high,20.2,2.48,0.62,2024-07-08 04:00,384,1
HZ_0802,RD_061,Road Segment 61,13.129574,80.152702,waterlogging,medium,,3.37,0.88,2024-11-19 01:00,211,0
HZ_0803,RD_021,Road Segment 21,13.071892,80.119375,debris,medium,,2.69,0.89,2024-02-18 10:00,129,0
HZ_0804,RD_023,Road Segment 23,12.865815,80.128688,speed_breaker,low,,1.54,0.98,2024-11-17 20:00,31,0
HZ_0805,RD_002,GST Road,12.97296,80.186186,road_collapse,low,,0.39,0.75,2024-01-04 23:00,250,1
HZ_0806,RD_075,Road Segment 75,12.864987,80.127022,speed_breaker,medium,,3.94,0.66,2024-10-20 06:00,139,0
HZ_0807,RD_054,Road Segment 54,13.001985,80.16051,oil_spill,low,,2.03,0.65,2024-02-14 00:00,35,0
HZ_0808,RD_065,Road Segment 65,13.005243,80.229571,pothole,medium,11.2,2.83,0.76,2024-03-21 09:00,184,0
HZ_0809,RD_065,Road Segment 65,13.010026,80.224916,waterlogging,low,,3.98,0.68,2024-03-05 15:00,79,1
HZ_0810,RD_026,Road Segment 26,13.001431,80.189018,pothole,low,13.7,3.64,0.63,2024-04-06 16:00,103,0
HZ_0811,RD_048,Road Segment 48,13.152212,80.198426,speed_breaker,medium,,3.21,0.7,2024-02-21 09:00,90,0
HZ_0812,RD_047,Road Segment 47,13.151178,80.175986,speed_breaker,medium,,0.66,0.84,2024-08-07 02:00,86,0
HZ_0813,RD_007,Poonamallee High Road,13.046093,80.146752,waterlogging,low,,2.04,0.83,2024-09-01 11:00,113,0
HZ_0814,RD_074,Road Segment 74,12.990484,80.372494,speed_breaker,high,,3.37,0.69,2024-04-07 03:00,199,0
HZ_0815,RD_051,Road Segment 51,12.876286,80.365931,road_collapse,medium,,3.84,0.77,2024-12-08 01:00,484,1
HZ_0816,RD_009,Inner Ring Road,13.018785,80.201828,pothole,high,18.2,1.96,0.86,2024-02-03 02:00,388,1
HZ_0817,RD_057,Road Segment 57,13.05599,80.162192,debris,medium,,3.51,0.86,2024-11-09 02:00,78,0
HZ_0818,RD_007,Poonamallee High Road,13.047982,80.149498,pothole,high,2.5,3.52,0.65,2024-09-01 06:00,414,0
HZ_0819,RD_066,Road Segment 66,13.151761,80.116321,road_crack,high,,1.09,0.98,2024-10-22 19:00,259,0
HZ_0820,RD_080,Road Segment 80,12.981401,80.140452,pothole,low,15.0,1.4,0.8,2024-06-08 08:00,114,0
HZ_0821,RD_001,Anna Salai (Mount Road),13.074985,80.257146,road_crack,medium,,1.87,0.81,2024-06-09 01:00,168,1
HZ_0822,RD_058,Road Segment 58,13.101975,80.128712,debris,medium,,2.61,0.96,2024-06-13 04:00,120,0
HZ_0823,RD_046,Road Segment 46,12.896383,80.228363,pothole,high,8.4,3.48,0.98,2024-06-19 16:00,384,0
HZ_0824,RD_012,Sardar Patel Road,13.004759,80.217617,road_crack,high,,3.34,0.64,2024-06-11 07:00,281,0
HZ_0825,RD_072,Road Segment 72,12.873988,80.269729,pothole,low,18.5,2.75,0.79,2024-03-20 15:00,119,1
HZ_0826,RD_036,Road Segment 36,13.140666,80.333125,road_crack,low,,0.71,0.81,2024-05-25 04:00,51,1
HZ_0827,RD_071,Road Segment 71,12.958205,80.391593,road_crack,high,,3.0,0.83,2024-12-18 08:00,235,0
HZ_0828,RD_031,Road Segment 31,13.149727,80.364632,pothole,low,11.0,3.42,0.73,2024-04-08 16:00,143,0
HZ_0829,RD_029,Road Segment 29,13.036736,80.347902,pothole,high,12.9,3.14,0.75,2024-06-28 06:00,380,0
HZ_0830,RD_019,100 Feet Road Vadapalani,13.053159,80.206426,debris,medium,,0.28,0.82,2024-05-04 12:00,108,0
HZ_0831,RD_040,Road Segment 40,13.00224,80.264138,pothole,low,20.8,2.8,0.66,2024-10-10 19:00,123,0
HZ_0832,RD_053,Road Segment 53,13.017948,80.264562,speed_breaker,low,,1.63,0.67,2024-12-20 02:00,51,0
HZ_0833,RD_049,Road Segment 49,13.117518,80.260466,speed_breaker,medium,,3.03,0.97,2024-02-04 03:00,82,0
HZ_0834,RD_031,Road Segment 31,13.147266,80.350687,speed_breaker,low,,1.94,0.99,2024-07-22 23:00,27,0
HZ_0835,RD_003,OMR (Old Mahabalipuram Road),12.93159,80.229646,road_crack,medium,,3.99,0.64,2024-09-30 13:00,173,0
HZ_0836,RD_010,Outer Ring Road,12.995491,80.155107,pothole,low,11.5,2.31,0.88,2024-12-19 01:00,101,0
HZ_0837,RD_025,Road Segment 25,13.052022,80.340546,speed_breaker,high,,0.69,0.99,2024-02-19 14:00,237,0
HZ_0838,RD_002,GST Road,12.972324,80.189017,speed_breaker,low,,3.15,0.67,2024-05-26 19:00,55,1
HZ_0839,RD_024,Road Segment 24,12.852075,80.163273,pothole,medium,12.2,3.21,0.74,2024-06-09 13:00,192,0
HZ_0840,RD_071,Road Segment 71,12.953243,80.393166,speed_breaker,high,,1.78,0.62,2024-02-26 03:00,192,0
HZ_0841,RD_036,Road Segment 36,13.148851,80.333698,pothole,medium,12.1,1.48,0.8,2024-03-21 15:00,214,1
HZ_0842,RD_030,Road Segment 30,13.104419,80.108624,pothole,low,1.6,0.95,0.89,2024-01-04 13:00,83,0
HZ_0843,RD_057,Road Segment 57,13.048752,80.165874,debris,medium,,1.98,0.84,2024-06-22 05:00,85,0
HZ_0844,RD_056,Road Segment 56,13.005515,80.172424,debris,high,,3.77,0.66,2024-07-31 09:00,167,0
HZ_0845,RD_080,Road Segment 80,12.977676,80.148047,pothole,medium,1.6,1.91,0.8,2024-11-06 12:00,183,0
HZ_0846,RD_012,Sardar Patel Road,13.00732,80.21488,waterlogging,low,,1.7,0.9,2024-03-28 17:00,66,0
HZ_0847,RD_056,Road Segment 56,13.007273,80.167961,pothole,medium,22.0,0.83,0.94,2024-10-28 07:00,183,0
HZ_0848,RD_030,Road Segment 30,13.090939,80.108222,speed_breaker,high,,3.61,0.66,2024-08-27 10:00,231,0
HZ_0849,RD_015,Arcot Road,13.051014,80.215218,road_crack,medium,,1.87,0.65,2024-11-01 13:00,190,1
HZ_0850,RD_021,Road Segment 21,13.075106,80.101438,pothole,low,19.1,2.76,0.75,2024-05-07 19:00,90,1
HZ_0851,RD_078,Road Segment 78,13.012352,80.39533,speed_breaker,medium,,1.48,0.72,2024-01-26 21:00,101,0
HZ_0852,RD_080,Road Segment 80,12.981023,80.148473,road_collapse,low,,1.44,0.73,2024-08-12 17:00,192,0
HZ_0853,RD_002,GST Road,12.972004,80.191674,pothole,medium,10.0,3.46,0.78,2024-01-14 21:00,194,0
HZ_0854,RD_077,Road Segment 77,13.082889,80.194813,pothole,medium,24.5,1.37,0.93,2024-09-29 04:00,195,0
HZ_0855,RD_077,Road Segment 77,13.07758,80.191196,debris,low,,3.84,0.96,2024-07-10 04:00,21,0
HZ_0856,RD_064,Road Segment 64,13.131845,80.128685,road_crack,medium,,1.23,0.8,2024-02-24 02:00,165,0
HZ_0857,RD_061,Road Segment 61,13.125661,80.153704,road_crack,medium,,3.0,0.72,2024-04-09 09:00,164,0
HZ_0858,RD_056,Road Segment 56,13.007823,80.173098,pothole,high,18.3,1.87,0.68,2024-06-07 20:00,395,1
HZ_0859,RD_021,Road Segment 21,13.079367,80.097004,pothole,low,4.9,3.15,0.98,2024-11-02 16:00,95,0
HZ_0860,RD_048,Road Segment 48,13.150333,80.194608,debris,low,,3.54,0.83,2024-04-10 23:00,46,0
HZ_0861,RD_019,100 Feet Road Vadapalani,13.048694,80.202084,pothole,high,15.0,3.72,0.64,2024-07-14 08:00,397,0
HZ_0862,RD_034,Road Segment 34,12.909881,80.317882,debris,high,,1.86,0.61,2024-11-22 03:00,166,0
HZ_0863,RD_030,Road Segment 30,13.095005,80.109458,pothole,low,18.1,3.12,0.75,2024-12-17 09:00,140,0
HZ_0864,RD_003,OMR (Old Mahabalipuram Road),12.920988,80.234624,pothole,medium,12.0,3.01,0.88,2024-01-16 00:00,187,0
HZ_0865,RD_079,Road Segment 79,12.921741,80.176326,pothole,low,4.9,2.83,0.7,2024-07-28 01:00,100,1
HZ_0866,RD_070,Road Segment 70,12.995704,80.381739,road_crack,high,,2.0,0.85,2024-02-05 07:00,294,0
HZ_0867,RD_022,Road Segment 22,12.897063,80.136152,pothole,high,22.9,2.24,0.8,2024-01-17 16:00,381,0
HZ_0868,RD_019,100 Feet Road Vadapalani,13.055451,80.20495,waterlogging,medium,,1.67,0.76,2024-02-21 14:00,246,0
HZ_0869,RD_019,100 Feet Road Vadapalani,13.055244,80.216154,road_crack,high,,1.47,0.89,2024-12-15 08:00,250,0
HZ_0870,RD_079,Road Segment 79,12.921824,80.181479,pothole,high,16.9,3.74,0.72,2024-10-15 20:00,394,0
HZ_0871,RD_030,Road Segment 30,13.098093,80.117284,speed_breaker,medium,,1.95,0.96,2024-12-07 03:00,119,1
HZ_0872,RD_051,Road Segment 51,12.871526,80.357181,road_crack,high,,1.55,0.89,2024-02-28 20:00,289,0
HZ_0873,RD_002,GST Road,12.968075,80.180072,pothole,medium,18.2,2.4,0.8,2024-12-09 03:00,181,0
HZ_0874,RD_039,Road Segment 39,12.899722,80.316348,speed_breaker,low,,1.32,0.63,2024-11-11 04:00,70,0
HZ_0875,RD_031,Road Segment 31,13.154949,80.360625,pothole,low,2.7,0.84,0.78,2024-01-28 08:00,99,0
HZ_0876,RD_071,Road Segment 71,12.962568,80.39279,pothole,medium,3.4,2.04,0.61,2024-01-13 01:00,196,1
HZ_0877,RD_062,Road Segment 62,12.965266,80.221977,road_crack,low,,0.92,0.66,2024-11-26 19:00,84,0
